definition,category,category_zh,age.75,age.50,age.25,n,age_distr_base,age_distr,age_distr_prob,age_rng
換尿布,games_routines,遊戲/日常生活,27,21.897196261682243,18.105263157894736,1292,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|3|3|7|11|17|26|11|19|38|30|36|49|68|89|75|62|69|83|76|85|79|67|73|65|74|76,0|0|1|4|4|9|14|16|15|13|23|45|36|41|51|65|72|68|71|75|83|86|90|90|82|86|84|91|94,8|36
跳舞,games_routines,遊戲/日常生活,27.40453074433657,22.34246575342466,18.529411764705884,1264,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|2|5|9|9|15|25|25|14|12|29|27|35|43|63|77|67|57|64|83|78|78|76|66|78|67|79|80,0|1|3|6|11|12|19|24|15|16|14|35|32|40|45|60|62|61|66|70|83|89|83|86|80|92|87|98|99,8|36
看電視,games_routines,遊戲/日常生活,27.200534759358288,22.508885298869142,18.77777777777778,1246,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|2|1|4|5|7|13|13|8|7|25|31|28|39|62|78|70|63|66|88|81|85|82|74|83|70|81|80,0|0|3|1|5|6|9|12|8|9|8|30|37|32|41|59|63|64|72|72|88|92|90|93|90|98|91|100|99,8|36
唱歌,games_routines,遊戲/日常生活,27.566037735849058,22.533980582524272,19,1226,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|2|7|9|12|19|16|15|11|21|23|26|37|63|73|73|58|63|80|76|82|79|69|81|70|79|80,0|1|1|3|9|12|15|18|9|17|13|25|27|30|39|60|59|66|67|68|80|86|87|90|84|95|91|98|99,8|36
打電話,games_routines,遊戲/日常生活,27.928792569659443,22.535168195718654,13.762458471760798,1250,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|2|1|2|7|11|23|23|34|9|13|25|30|31|38|62|68|71|60|57|76|76|78|82|68|81|67|79|76,0|3|1|3|9|14|28|22|20|10|15|30|36|35|40|59|55|65|69|62|76|86|83|93|83|95|87|98|94,8|36
對不起,games_routines,遊戲/日常生活,27.59171597633136,22.660377358490567,18.90909090909091,1156,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|4|6|12|9|11|22|27|31|40|57|64|68|56|61|81|74|81|78|69|81|66|80|77,0|0|0|0|0|1|5|6|7|10|13|26|32|35|42|54|52|62|64|66|81|84|86|89|84|95|86|99|95,8|36
轉圈圈,games_routines,遊戲/日常生活,28,24.12008733624454,21.246575342465754,1024,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|3|2|3|16|10|19|34|50|60|68|53|58|75|73|75|75|57|76|62|78|77,0|0|0|0|0|0|0|0|2|2|4|19|12|22|35|48|48|62|61|63|75|83|80|85|70|89|81|96|95,8|36
逛街/買東西,games_routines,遊戲/日常生活,30.53921568627451,25.786821705426355,21.395604395604394,935,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|3|3|3|5|4|4|4|10|13|19|29|36|47|48|45|53|69|64|68|68|56|76|62|73|73,0|0|0|0|4|4|4|5|2|5|5|12|15|22|30|34|38|44|52|58|69|73|72|77|68|89|81|90|90,8|36
躲貓貓,games_routines,遊戲/日常生活,32.97945891783567,25.95679497250589,22.36842105263158,896,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|4|7|6|13|16|23|27|9|6|13|13|19|22|30|44|41|44|45|62|52|61|54|50|64|54|56|60,0|1|5|9|8|17|20|22|16|10|7|15|15|22|23|29|35|37|51|49|62|59|65|61|61|75|70|69|74,8|36
聽音樂,games_routines,遊戲/日常生活,31,26.149837133550488,21.867469879518072,887,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|2|6|19|11|16|25|39|43|47|43|49|66|59|63|66|58|72|59|74|68,0|0|0|0|0|0|0|0|1|2|7|23|13|18|26|37|35|43|49|53|66|67|67|75|71|85|77|91|84,8|36
開車,games_routines,遊戲/日常生活,32.33048211508554,26.42536327608983,18.916666666666668,974,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|3|4|8|16|16|5|10|22|22|21|28|40|54|46|40|51|68|64|62|63|59|69|62|72|68,0|0|0|1|4|5|10|15|9|6|12|26|26|24|29|38|44|42|46|55|68|73|66|72|72|81|81|89|84,8|36
玩遊戲,games_routines,遊戲/日常生活,30.720238095238095,27,22.853658536585368,849,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|3|0|3|7|8|11|2|2|8|7|11|20|27|41|40|35|46|62|55|65|68|57|72|57|69|73,0|0|0|4|0|4|9|8|6|2|2|10|8|12|21|26|33|36|40|50|62|62|69|77|70|85|74|85|90,8|36
堆積木,games_routines,遊戲/日常生活,32.705199115044245,27.303030303030305,22.614035087719298,764,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|3|3|9|8|9|20|29|33|33|37|42|60|50|60|62|54|67|59|64|62,0|0|0|0|0|0|0|0|0|3|4|11|10|10|21|28|27|30|43|46|60|57|64|70|66|79|77|79|77,8|36
游泳,games_routines,遊戲/日常生活,34.689516129032256,27.684931506849313,23.86111111111111,656,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|1|5|10|17|21|32|25|29|44|51|48|48|58|43|53|53|63|53,0|0|0|0|0|0|0|0|0|1|1|1|6|11|18|20|26|23|33|48|51|55|51|66|52|62|69|78|65,8|36
請,games_routines,遊戲/日常生活,34.65048882681564,28.497487437185928,23.80138713745271,671,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|2|8|3|12|12|16|34|32|24|37|41|52|64|55|49|57|52|64|55,0|0|0|0|0|0|0|0|0|2|2|10|4|14|12|15|27|29|28|40|41|59|68|62|60|67|68|79|68,8|36
早餐,games_routines,遊戲/日常生活,40,30,25.50581395348837,565,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|2|4|6|7|15|20|22|26|25|41|32|47|50|45|55|52|59|55,0|0|0|0|0|0|0|0|0|1|1|2|5|7|7|14|16|20|30|27|41|36|50|57|55|65|68|73|68,8|36
晚餐,games_routines,遊戲/日常生活,40,32.67460317460318,27.76530612244898,426,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|1|2|4|4|9|14|13|16|17|27|23|38|34|36|45|43|51|48,0|0|0|0|0|0|0|0|0|1|0|1|2|5|4|9|11|12|18|18|27|26|40|39|44|53|56|63|59,8|36
午餐,games_routines,遊戲/日常生活,40,33.09144893111639,27.8130081300813,398,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|0|1|2|3|5|9|11|10|15|15|27|22|34|33|34|42|43|47|44,0|0|0|0|0|0|0|0|0|1|0|1|2|3|5|9|9|9|17|16|27|25|36|38|41|49|56|58|54,8|36
抱(抱),action_words,動作詞,18.166666666666668,13.820441988950275,10.669491525423728,2012,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,7|12|17|21|21|28|43|58|108|60|62|68|73|77|87|98|121|106|86|89|100|87|92|88|82|85|75|81|80,8|15|22|27|26|36|53|55|64|69|74|81|87|88|91|93|98|96|99|97|100|99|98|100|100|100|97|100|99,8|36
是/對/好,action_words,動作詞,18.941176470588236,16.680081065431384,13.935643564356436,1705,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|6|5|9|21|23|58|50|47|64|61|68|77|92|113|97|83|83|94|84|91|86|80|84|69|80|78,0|1|1|8|6|12|26|22|34|57|56|76|73|77|80|88|91|88|95|90|94|95|97|98|98|99|90|99|96,8|36
不要,action_words,動作詞,20,17.419999999999998,12.280575539568346,1810,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,2|4|6|14|19|22|31|38|67|42|44|62|63|67|81|94|113|105|85|87|97|87|93|88|78|84|76|80|81,2|5|8|18|24|28|38|36|39|48|52|74|75|76|84|90|91|95|98|95|97|99|99|100|95|99|99|99|100,8|36
吃,action_words,動作詞,21,17.71707317073171,12.375,1773,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,2|8|10|15|16|26|33|44|74|33|46|53|57|66|77|89|108|99|80|84|95|85|92|86|78|83|73|80|81,2|10|13|19|20|33|41|42|44|38|55|63|68|75|80|85|87|90|92|91|95|97|98|98|95|98|95|99|100,8|36
要,action_words,動作詞,22.299145299145298,18.083333333333332,13.545955882352942,1640,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|4|2|8|7|14|25|25|57|36|41|53|52|61|68|89|103|91|78|80|93|82|92|83|77|84|73|81|80,1|5|3|10|9|18|31|24|34|41|49|63|62|69|71|85|83|83|90|87|93|93|98|94|94|99|95|100|99,8|36
走/散步,action_words,動作詞,23.12109375,18.272727272727273,14.395522388059701,1621,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|3|4|5|5|11|18|31|42|35|39|50|53|65|69|77|108|95|83|80|94|85|90|87|77|81|73|80|81,0|4|5|6|6|14|22|29|25|40|46|60|63|74|72|73|87|86|95|87|94|97|96|99|94|95|95|99|100,8|36
打,action_words,動作詞,24.43193717277487,18.727272727272727,14.52745367192862,1539,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|3|4|7|10|15|13|35|51|33|34|45|44|57|61|72|90|86|78|72|92|77|89|85|75|81|73|80|76,1|4|5|9|12|19|16|33|30|38|40|54|52|65|64|69|73|78|90|78|92|88|95|97|91|95|95|99|94,8|36
坐,action_words,動作詞,23.089595375722542,19,16.680081065431384,1519,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|2|2|4|5|8|17|23|29|25|26|42|39|57|65|78|102|90|78|81|93|84|91|84|75|84|73|81|81,0|3|3|5|6|10|21|22|17|29|31|50|46|65|68|74|82|82|90|88|93|95|97|95|91|99|95|100|100,8|36
洗,action_words,動作詞,23.72093023255814,20.29530201342282,18.22222222222222,1419,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|3|0|6|10|13|17|16|17|35|40|49|56|70|97|87|78|76|96|84|90|85|77|85|70|81|79,0|1|1|4|0|8|12|12|10|18|20|42|48|56|58|67|78|79|90|83|96|95|96|97|94|100|91|100|98,8|36
拍(手),action_words,動作詞,23.742173112338858,20.511627906976745,10.88502358490566,1552,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,4|9|10|21|18|28|29|37|46|25|30|39|40|46|55|69|97|81|74|68|93|82|86|80|74|80|70|80|81,5|11|13|27|22|36|36|35|27|29|36|46|48|52|57|66|78|74|85|74|93|93|91|91|90|94|91|99|100,8|36
打開,action_words,動作詞,24.63953488372093,20.567010309278352,18,1407,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|2|2|3|1|6|16|18|24|19|21|35|32|52|59|72|92|83|73|73|85|82|88|82|75|82|70|79|81,0|3|3|4|1|8|20|17|14|22|25|42|38|59|61|69|74|75|84|79|85|93|94|93|91|96|91|98|100,8|36
喝,action_words,動作詞,23.68888888888889,20.83969465648855,18.09090909090909,1444,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|2|0|5|5|10|16|26|21|16|20|31|37|45|55|75|95|88|75|76|94|84|89|87|76|84|71|81|80,0|3|0|6|6|13|20|25|12|18|24|37|44|51|57|71|77|80|86|83|94|95|95|99|93|99|92|100|99,8|36
拿,action_words,動作詞,26.042201834862386,21,13.889024390243902,1344,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,2|2|3|6|6|6|22|20|22|17|14|28|31|44|51|65|79|76|65|75|90|76|83|83|73|81|66|79|79,2|3|4|8|8|8|27|19|13|20|17|33|37|50|53|62|64|69|75|82|90|86|88|94|89|95|86|98|98,8|36
哭,action_words,動作詞,24.63953488372093,21.857142857142858,18.27777777777778,1396,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,3|4|3|8|5|13|16|24|22|13|16|34|34|33|50|69|90|84|69|80|90|80|85|82|77|84|69|80|79,3|5|4|10|6|17|20|23|13|15|19|40|40|38|52|66|73|76|79|87|90|91|90|93|94|99|90|99|98,8|36
來,action_words,動作詞,25.811089303238468,22.09433962264151,14.6625,1369,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|4|5|10|11|9|18|28|29|26|28|28|32|42|47|63|90|73|67|70|84|73|85|75|69|81|65|79|77,1|5|6|13|14|12|22|26|17|30|33|33|38|48|49|60|73|66|77|76|84|83|90|85|84|95|84|98|95,8|36
親,action_words,動作詞,26.20909090909091,22.12727272727273,14.765895953757227,1380,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,2|5|6|4|4|16|19|27|32|19|18|39|40|40|47|60|83|80|65|70|88|76|85|77|70|79|73|77|79,2|6|8|5|5|21|23|25|19|22|21|46|48|45|49|57|67|73|75|76|88|86|90|88|85|93|95|95|98,8|36
丟,action_words,動作詞,25.725,22.159817351598175,18.2,1324,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|0|3|7|4|7|14|22|25|14|20|25|27|36|46|64|86|80|66|75|88|74|85|77|69|81|70|81|77,1|0|4|9|5|9|17|21|15|16|24|30|32|41|48|61|69|73|76|82|88|84|90|88|84|95|91|100|95,8|36
看,action_words,動作詞,25.467741935483872,22.165876777251185,18.615384615384617,1292,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|3|3|5|4|6|12|15|19|12|13|26|23|26|47|58|80|75|72|73|94|75|82|83|75|81|68|81|80,1|4|4|6|5|8|15|14|11|14|15|31|27|30|49|55|65|68|83|79|94|85|87|94|91|95|88|100|99,8|36
穿,action_words,動作詞,25.24033149171271,22.238095238095237,18.75,1262,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|1|2|5|10|11|15|9|9|25|31|30|45|63|79|81|69|69|86|77|86|81|69|81|67|80|80,0|0|1|1|2|6|12|10|9|10|11|30|37|34|47|60|64|74|79|75|86|88|91|92|84|95|87|99|99,8|36
脫,action_words,動作詞,27.24590163934426,22.304347826086957,18.75,1165,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|2|0|1|8|12|11|13|12|24|23|28|47|55|71|62|56|66|85|70|80|69|68|77|67|80|78,0|0|0|3|0|1|10|11|6|15|14|29|27|32|49|52|57|56|64|72|85|80|85|78|83|91|87|99|96,8|36
跌倒,action_words,動作詞,26.70408163265306,22.652173913043477,20.104265402843602,1198,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|1|8|10|8|8|13|20|20|31|42|56|71|73|63|70|85|75|84|81|73|78|69|78|80,0|0|0|1|0|1|10|9|5|9|15|24|24|35|44|53|57|66|72|76|85|85|89|92|89|92|90|96|99,8|36
玩,action_words,動作詞,25.709692898272554,22.686274509803923,19.636363636363637,1251,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|2|2|5|10|14|13|11|6|14|25|37|43|55|78|74|68|70|90|80|88|81|71|83|71|80|78,0|1|1|3|2|6|12|13|8|13|7|17|30|42|45|52|63|67|78|76|90|91|94|92|87|98|92|99|96,8|36
好了,action_words,動作詞,25.825949367088608,22.686274509803923,18.727272727272727,1211,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|0|1|2|3|10|12|7|13|24|24|31|45|54|73|72|67|72|84|81|85|77|70|81|67|78|77,0|0|1|0|1|3|4|9|7|8|15|29|29|35|47|51|59|65|77|78|84|92|90|88|85|95|87|96|95,8|36
去,action_words,動作詞,27.475285171102662,22.757575757575758,18.333333333333332,1191,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|3|3|3|13|16|17|14|20|23|20|30|38|56|75|63|64|64|81|72|78|71|67|79|68|76|76,0|0|1|4|4|4|16|15|10|16|24|27|24|34|40|53|60|57|74|70|81|82|83|81|82|93|88|94|94,8|36
不可以/不行,action_words,動作詞,27.449101796407184,22.97222222222222,19.25,1212,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|3|3|6|3|11|12|16|19|6|15|19|27|28|32|53|68|73|59|66|79|72|84|79|71|82|70|79|77,0|4|4|8|4|14|15|15|11|7|18|23|32|32|33|50|55|66|68|72|79|82|89|90|87|96|91|98|95,8|36
不是/不對/不好,action_words,動作詞,27.178571428571427,23.089595375722542,18.727272727272727,1226,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|3|3|4|9|16|16|13|13|24|33|39|47|52|68|75|64|67|85|72|84|74|72|79|64|76|73,0|1|0|4|4|5|11|15|9|15|15|29|39|44|49|50|55|68|74|73|85|82|89|84|88|93|83|94|90,8|36
跳,action_words,動作詞,27,23.11992263056093,18.727272727272727,1215,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|3|1|0|1|4|8|11|9|10|13|24|20|35|41|51|75|70|65|69|88|80|84|78|72|77|69|78|79,0|4|1|0|1|5|10|10|5|11|15|29|24|40|43|49|60|64|75|75|88|91|89|89|88|91|90|96|98,8|36
吹,action_words,動作詞,27.705128205128204,23.261603375527425,18.666666666666668,1145,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|0|0|3|7|8|18|16|13|25|26|25|38|51|67|61|58|58|80|72|76|74|66|79|69|78|76,0|1|0|0|0|4|9|8|11|18|15|30|31|28|40|49|54|55|67|63|80|82|81|84|80|93|90|96|94,8|36
畫畫,action_words,動作詞,27.76530612244898,23.314720812182742,20.44,1069,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|4|7|12|6|6|18|18|26|35|49|71|58|58|57|79|62|76|74|62|74|63|78|75,0|0|0|0|0|1|5|7|7|7|7|21|21|30|36|47|57|53|67|62|79|70|81|84|76|87|82|96|93,8|36
跑,action_words,動作詞,27.482315112540192,23.405228758169933,19,1162,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|6|10|14|8|10|21|22|32|32|45|75|62|64|63|82|75|82|74|74|81|70|79|80,0|0|0|0|0|1|7|9|8|9|12|25|26|36|33|43|60|56|74|68|82|85|87|84|90|95|91|98|99,8|36
關,action_words,動作詞,27.134408602150536,23.407894736842106,18.923076923076923,1153,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|2|1|3|6|17|11|7|9|22|22|25|37|49|68|62|65|67|89|75|82|70|67|76|68|78|75,0|0|0|3|1|4|7|16|6|8|11|26|26|28|39|47|55|56|75|73|89|85|87|80|82|89|88|96|93,8|36
擦,action_words,動作詞,27.59171597633136,23.71900089206066,18.785714285714285,1124,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|1|1|3|8|11|10|11|10|24|19|26|37|46|65|63|57|61|81|75|73|74|70|76|67|77|77,0|0|1|1|1|4|10|10|6|13|12|29|23|30|39|44|52|57|66|66|81|85|78|84|85|89|87|95|95,8|36
牽(手),action_words,動作詞,27.26595744680851,23.7265625,14.917515274949084,1171,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|5|2|8|16|27|21|2|6|17|22|23|37|48|64|65|59|67|81|78|83|74|66|78|68|77|76,0|0|1|6|2|10|20|25|12|2|7|20|26|26|39|46|52|59|68|73|81|89|88|84|80|92|88|95|94,8|36
給,action_words,動作詞,28.111675126903553,23.76457399103139,19.5,1131,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|3|4|0|3|12|15|13|6|6|19|23|22|33|47|64|69|63|68|74|73|77|76|68|79|61|76|77,0|0|4|5|0|4|15|14|8|7|7|23|27|25|34|45|52|63|72|74|74|83|82|86|83|93|79|94|95,8|36
切,action_words,動作詞,29,23.89855072463768,21.384,969,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|6|4|14|11|18|31|45|63|49|52|51|70|66|71|68|61|77|65|73|74,0|0|0|0|0|0|0|0|0|7|5|17|13|20|32|43|51|45|60|55|70|75|76|77|74|91|84|90|91,8|36
壓,action_words,動作詞,29.810344827586206,23.931417374265187,18.454545454545453,1058,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|3|0|2|5|8|9|10|16|27|23|30|34|41|63|59|51|57|74|64|71|67|60|75|64|73|72,0|0|0|4|0|3|6|8|5|11|19|32|27|34|35|39|51|54|59|62|74|73|76|76|73|88|83|90|89,8|36
快點/快一點,action_words,動作詞,27.475285171102662,25,21.401673640167363,1052,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|2|5|9|6|1|7|14|14|14|37|45|56|55|56|64|81|72|78|73|66|79|65|79|74,0|0|0|0|0|3|6|8|4|1|8|17|17|16|39|43|45|50|64|70|81|82|83|83|80|93|84|98|91,8|36
流(鼻涕),action_words,動作詞,29.561752988047807,25,21.352941176470587,962,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|4|3|13|10|20|28|39|53|55|50|53|72|63|73|74|64|75|60|74|77,0|0|0|0|0|0|0|0|1|5|4|15|12|23|29|37|43|50|57|58|72|72|78|84|78|88|78|91|95,8|36
騎,action_words,動作詞,27.78369905956113,25.08512720156556,21.352941176470587,996,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|0|0|4|5|10|6|2|3|11|11|18|32|41|54|54|52|59|78|64|76|72|60|75|62|70|76,0|1|0|0|0|5|6|9|4|2|4|13|13|20|33|39|44|49|60|64|78|73|81|82|73|88|81|86|94,8|36
咬,action_words,動作詞,29.630872483221477,25.095394736842106,18.846153846153847,1047,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|2|2|5|3|5|10|14|12|9|10|23|15|17|26|45|61|54|51|52|67|62|73|75|63|79|62|76|73,1|3|3|6|4|6|12|13|7|10|12|27|18|19|27|43|49|49|59|57|67|70|78|85|77|93|81|94|90,8|36
握手,action_words,動作詞,28,25.120917303683115,22,1027,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|4|6|7|6|10|13|19|22|2|6|13|15|17|24|43|45|53|55|54|75|70|69|66|57|72|57|75|72,0|5|8|9|8|13|16|18|13|2|7|15|18|19|25|41|36|48|63|59|75|80|73|75|70|85|74|93|89,8|36
撿,action_words,動作詞,29.74015748031496,25.156898106402164,20.676923076923078,1025,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|3|4|2|6|11|18|13|6|8|19|17|24|25|44|50|53|52|52|72|62|72|70|61|73|61|74|73,0|0|4|5|2|8|14|17|8|7|10|23|20|27|26|42|40|48|60|57|72|70|77|80|74|86|79|91|90,8|36
掉,action_words,動作詞,29.41592920353982,25.345238095238095,21.07741935483871,1000,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|1|1|0|1|5|8|10|7|10|11|17|21|37|36|55|52|48|57|71|63|75|67|63|76|60|75|72,0|1|1|1|0|1|6|8|6|8|12|13|20|24|39|34|44|47|55|62|71|72|80|76|77|89|78|93|89,8|36
工作/上班,action_words,動作詞,28.6875,25.387527839643653,21.31858407079646,974,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|2|3|14|18|19|31|51|55|49|51|53|70|68|76|70|57|77|65|74|70,0|0|0|0|0|0|0|0|1|2|4|17|21|22|32|49|44|45|59|58|70|77|81|80|70|91|84|91|86,8|36
笑,action_words,動作詞,28.725274725274726,25.421988682295876,22.061295971978986,1075,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,2|4|6|7|5|8|14|19|20|9|8|16|17|20|23|43|53|49|50|56|72|67|74|71|63|79|67|77|76,2|5|8|9|6|10|17|18|12|10|10|19|20|23|24|41|43|45|57|61|72|76|79|81|77|93|87|95|94,8|36
喜歡,action_words,動作詞,30.522033898305086,25.42468619246862,21.64516129032258,939,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|4|5|9|10|17|27|38|50|48|51|53|70|61|67|69|66|80|68|74|71,0|0|0|0|0|0|0|0|1|5|6|11|12|19|28|36|40|44|59|58|70|69|71|78|80|94|88|91|88,8|36
