ID,item.WG,item.WS,definition,category,age.75,age.50,age.25,age_rng,age.75.m,age.50.m,age.25.m,D,bin
235,d11_24,a12_24,你的,people,16,16,8.443661971830986,8|16,57.03837491666667,39.32989375,21.621411333333334,0.06473229691666667,大於36
239,d11_28,a12_28,寵物的名字,people,16,16,8,8|16,59.494548,39.53614866666667,19.577746166666667,0.057185123,大於36
228,d11_17,a12_17,伯伯,people,16,16,8.71480144404332,8|16,57.93385475,39.78571916666667,21.637584083333333,0.06293053125,大於36
229,d11_18,a12_18,醫生,people,16,16,16,8|16,56.89412225,39.9605015,23.026881333333332,0.06727013125,大於36
232,d11_21,a12_21,我,people,16,16,8.726643598615917,8|16,57.072934333333336,39.995053416666664,22.917171,0.06668802408333334,大於36
236,d11_25,a12_25,他,people,16,16,16,8|16,52.72613066666667,40.525231833333336,28.324333,0.0930232035,大於36
233,d11_22,a12_22,你,people,16,16,8.638443935926773,8|16,58.113173333333336,40.757677916666665,23.402181916666667,0.06507938716666667,大於36
204,d10_15,a11_15,對不起,games_routines,16,16,16,8|16,48.87692233333333,36.21054491666666,23.544169833333335,0.09220934466666666,大於36
196,d10_07,a11_07,刷牙,games_routines,16,8.761329305135952,8,8|16,65.64532141666666,36.34845583333333,7.051591881833334,0.04026811825,大於36
208,d10_19,a11_19,玩遊戲,games_routines,16,16,8,8|16,61.523042333333336,36.858908916666664,12.194774391666666,0.0475903625,大於36
209,d10_20,a11_20,上廁所(尿尿、便便),games_routines,16,16,8,8|16,61.550257083333335,37.46907725,13.387896133333333,0.048229094916666666,大於36
193,d10_04,a11_04,晚安,games_routines,16,16,8.285067873303168,8|16,57.763962416666665,38.17835508333334,18.592749583333333,0.05894683058333333,大於36
207,d10_18,a11_18,逛街/買東西,games_routines,16,16,8.088962108731467,8|16,59.48912275,38.9340025,18.378881083333333,0.05600914741666667,大於36
211,d10_22,a11_22,開車,games_routines,16,16,8,8|16,64.91975141666667,41.00352958333333,17.087307666666668,0.047291008333333336,大於36
298,d14_44,a15_45,搖,action_words,16,16,8,8|16,73.62683541666667,36.023354166666664,-1.5801325737,0.03151850516666667,大於36
295,d14_41,a15_42,餵,action_words,16,16,8,8|16,74.12931825,36.051615416666664,-2.0260880169583335,0.03166853525,大於36
312,d14_58,a15_59,脫,action_words,16,16,8,8|16,59.32599091666667,36.66687941666667,14.007765941666667,0.052005023666666664,大於36
308,d14_54,a15_55,搔癢,action_words,16,16,8,8|16,68.98834683333334,36.75953575,4.53072587625,0.0367887585,大於36
285,d14_31,a15_31,好了,action_words,16,16,8,8|16,67.83418116666667,36.84343808333333,5.85269227,0.03812740725,大於36
